"Sr No","Blood Bank Name",State,District,City,Address,Pincode,"Contact No",Mobile,Helpline,Fax,Email,Website
705,"Government Bone and Joint Surgery Hospital Blood Bank","Jammu and Kashmir",SRINAGAR,"Srinagar ","Government Bone and Joint Surgery Hospital, Near Barzulla bridge, Srinagar",190005,1942432135,9419720762,,"0194 2430149",,
706,"Jawahar Lal Nehru Memorial Hospital Blood Bank","Jammu and Kashmir",SRINAGAR,"Srinagar ","Jawahar Lal Nehru Memorial Hospital Blood Bank, Rainwari, Srinagar",190003,"0194 2507099",0,"0194 2507099","0194 2507099",,
707,"Command Hospital Blood Bank ","Jammu and Kashmir",UDHAMPUR,"Udampur ","Command Hospital, Uttari Kaman, C/o Uttari Kaman, Udhampur",182101,,0,,,,
708,"Udhampur District Hospital Blood Bank ","Jammu and Kashmir",UDHAMPUR,Udhampur,"Udhampur  District Hospital, Near ITI collage",182101,01992-270402,9419222969,,1992270402,msudh1@rediffmail.com,
709,"Indian Red Cross Society Blood Bank Bokaro",Jharkhand,BOKARO,Bokaro,"IRCS, Blood bank, Pandit Jawahar lal Nehru Marg, Near Airport, Sector 1 B.S. City",827001,"06542 224555, 06542 288137",9431321798,06542-224555,,bbircsbokaro@gmail.com,
710,"Bokaro General Hospital Blood Bank",Jharkhand,BOKARO,Bokaro,"Blood Bank, Bokaro General Hospital, Sector - 4, Bokaro Steel City",827004,6542289076,8986872991,,,bloodbankbgh@gmail.com,
711,"K.M. Memorial Hospital & Research Center Blood Bank",Jharkhand,BOKARO,Bokaro,"Blood Bank, K.M. Memorial Hospital & Research Center, By Pass Road Chas Bokaro",827013,"0651 236188189",9234303421,,,kmmbloodbank@gmail.com,
712,"Deoghar Sadar Hospital Campus Blood Bank ",Jharkhand,DEOGHAR,Deogarh,"Blood Bank, Sadar Hospital, Deoghar ",814112,9431950386,9234870137,,,bloodbanddeoghar@gmail.com,
713,"Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad",Jharkhand,DHANBAD,Dhanbad,"PMCH, Saraidhela, Dhanbad, PO. BCCL Township",826005,"0326 2230301",9431188793,,,bloodbankpmch@gmail.com,
714,"Central Hospital Blood Bank BCCL Dhanbad",Jharkhand,DHANBAD,Dhanbad,"Blood Bank, Central Hospital, BCCL, Dhanbad",826003,9470595563,9470595653,,,,
715,"S. N. Chakraborty Memorial Chakraborty Nursing Home Blood Bank",Jharkhand,DHANBAD,Dhanbad,"Debraj Complex, Dhansar, Dhanbad",828106,"0326 2303621",9939900855,,,ranjansnh6@gmail.com,
716,"Dwarka Das Jalan Memorial Hospital Bartand Blood Bank ",Jharkhand,DHANBAD,Dhanbad,"Blood Bank Dwarka Das Jalan Memorial Hospital Bartand, Dhanbad",826001,3262313525,9204061081,,,jalanbloodbank@gmail.com,
717,"Dumka Sadar Hospital Blood Bank ",Jharkhand,DUMKA,Dumka,"Near Town Hall, Dumka",814101,6434236298,9341190075,,,bloodbankdumka@gmail.com,
718,"MGM Medical College Hospital Campus Blood Bank Jamshedpur",Jharkhand,"EAST SINGHBHUM",Jamshedpur,"Sakchi, Jamshedpur",831001,"0657 2230092 ",9431459163,,,bloodbankmgm@rediffmail.com,
719,"Jamshedpur Blood Bank ",Jharkhand,"EAST SINGHBHUM",Jamshedpur,"Stocking Road, Northern Town. Bistupur",831001,"0657 2431957",9431346147,,,jbbjsr@gmail.com,
720,"Garhwa Sadar Hospital Campus Blood Bank ",Jharkhand,GARHWA,Garhwa,"Blood Bank, Sadar Hospital Garhwa",822114,"06561 222005",9955469085,,,bloodbankgarhwa@yahoo.in,
721,"Giridih Sadar Hospital Blood Bank ",Jharkhand,GIRIDIH,Giridh,"Blood Bank, Sadar Hospital Giridih",815301,"06532 250357",9331743396,,,bloodbankgrd@gmail.com,
722,"Gumla Sadar Hospital Blood Bank ",Jharkhand,GUMLA,Gumla,"Blood Bank, Sadar Hospital Gumla, Jharkhand",835207,9534032306,9534032306,,,bloodbankgumla@gmail.com,
723,"Hazaribag Sadar Hospital Blood Bank ",Jharkhand,HAZARIBAGH,Hazaribagh,"Blood Bank, Sadar Hospital Campus Hazaribag",825301,"06546 265289",8092769023,,,r.khairihzb@gmail.com,
724,"TISCO West Bokaro Hospital Blood Bank ",Jharkhand,HAZARIBAGH,Hazaribagh,"Blood Bank, TISCO West Bokaro Hospital, Ghatotand, Hazaribagh",825314,"06545 262356",9204069482,,,sindhubaksi@gmail.com,
725,"Koderma Sadar Hospital Blood Bank ",Jharkhand,KODERMA,Koderma,"Blood Bank, Sadar Hospital Koderma",825410,9334516895,9334516895,,,zafar.kod@gmail.com,
726,"Latehar Sadhar Hospital Blood Bank",Jharkhand,LATEHAR,Latehar,"Sub-Divisional Hospital Blood Bank, Latehar",829206,9835589186,9835589186,,,bloodbanklatehar@gmail.com,
727,"Lohardaga Sadar Hospital Blood Bank ",Jharkhand,LOHARDAGA,Lohardaga,"Blood Bank, Sadar Hospital Lohardagga",835302,6526222235,9334484971,,,curewell@gmail.com,
728,"Pakur Sadar Hospital Blood Bank ",Jharkhand,PAKUR,,,0,9934347811,9934347811,,,cs.pakur@gmail.com,
729,"Palamu Sadar Hospital Blood Bank ",Jharkhand,PALAMU,Daltonganj,"Daltonganj, palamau",822101,"06562 222677",9431787476,,,bloodbankpalamau@gmail.com,
730,"CCL Hospital Blood Bank Ramgarh",Jharkhand,RAMGARH,Ramgarh,"Blood Bank, CCL Hospital, Nai Sarai Ramgarh Cantt, Argada Road",829122,"06553 231755",9431792122,,,krarvind_dr@yahoo.co.in,
731,"Military Hospital Blood Bank Ramgarh",Jharkhand,RAMGARH,Ramgarh,"Blood Bank, Military Hospital, Ramgarh Cantt, Ramgarh",829122,"06553 225055",6553,,,,
732,"Apurva Blood Bank Ramgarh",Jharkhand,RAMGARH,Ramgarh,"Apoorva Blood Bank Ramgarh",829122,9304842607,9304842607,,,,
733,"Heavy Engineering Corporation, Plant Hospital Blood Bank",Jharkhand,RANCHI,Ranchi,"Sector III, HEC Campus, Opposite JSCA Stadium, Ranchi",834004,"0651 2444336",9835539866,,,cmo@heclltd.com,
734,"Rajendra Institute of Medical Science (RIMS) Blood Bank, Bariyatu",Jharkhand,RANCHI,Ranchi,"Bariatu, Ranchi, Jharkhand",834009,6512540656,9470516651,,,bldbnkrims@gmail.com,http://www.rimsranchi.org/
735,"CCL Hospital Blood Bank Ranchi",Jharkhand,RANCHI,Ranchi,"Central Hospital,CCL, Gandhi Nagar, Kanka Rd, Ranchi ",834008,"0651 2230355,ext 7059",9934386375,,,kdas401@gmail.com,
736,"Indian Red Cross Society (IRCS) Blood Bank Morabadi",Jharkhand,RANCHI,Ranchi,"Morabadi, Near Hockey Stadium, Ranchi",834008,07091494670-75,9431352561,,,redcrosssocietyranchi@gmail.com,
737,"Abdur Razzaque Memorial Weavers Hospital (ARAM) Blood Bank ",Jharkhand,RANCHI,Ranchi,"Blood Bank, ARAM Apollo Hospital, IRBA, Ranchi",835217,"0651 7123123",9234303420,,,jh.bb.medantarnc@gmail.com,
738,"Nagarmal Modi Seva Sadan Hospital Blood Bank",Jharkhand,RANCHI,Ranchi,"Blood Bank, Nagarmal Modi Seva Sadan Hospital, Upper Bazar, Ranchi",834001,9234460464,9234684880,,,,
739,"Rinchi Trust Hospital Blood Bank",Jharkhand,RANCHI,Ranchi,"Rinchi Trust Hospital Blood Bank, Kathal More, Itki Road, Ranchi.",835303,"0651 6456780",9534084500,,,nirajkkmr@gmail.com,
740,"Devkamal Hospital and Research Centre Blood Bank",Jharkhand,RANCHI,Ranchi,"Bajra Bazar, Bajra, Near IIT Bus Stand, Itki Road",834005,7549000645,9204055638,,,devkamalhospicare@gmail.com,
741,"Gurunanak Hospital and Research Centre Blood Bank ",Jharkhand,RANCHI,Ranchi,"Gurunanak Hospital and Research Centre Blood Bank Unit, Station Road, Ranchi.",834001,"0651 2460506",9031091565,,,gnhrebloodbank@gmail.com,
742,"Sainik Hospital Blood Bank Namkum",Jharkhand,RANCHI,Ranchi,"Blood Bank, Sainik Hospital, Namkum, Ranchi",834010,"0651 2260245",0,,,,
743,"Birsa Blood Bank Bariyatu",Jharkhand,RANCHI,Ranchi,"RIMS Colony, Near Hill View Nursing Home, Bariyatu
",834009,"0651 2542437",9431767302,,,birsabloodbankbariaturanchi@gmail.com,
744,"Jharkhand Blood Bank Bariatu ",Jharkhand,RANCHI,Ranchi,"Jharkhand Blood Bank, S. R. Complex,  Near Bariatu Masjid, Bariatu",834009,"09334439995, 09973161687",9334439995,,,jharkhandbloodbank2004@gmail.com,
745,"Archi Blood Bank Jharkhand ",Jharkhand,RANCHI,Ranchi,"Baxi Avenew, Dr. J. Sharan Lane Bariatu Ranchi",834009,"0651 6455072",9304842607,,,,
746,"Sahebganj Sadar Hospital Blood Bank ",Jharkhand,SAHEBGANJ,Sahebganj,"Blood Bank, Sadar Hospital, Sahebganj",816109,"06436 222050",9931204554,,,bloodbanksbg@gmail.com,
747,"Simdega Sadar Hospital Blood Bank ",Jharkhand,SIMDEGA,Simdega,"Blood Bank, Sadar Hospital Simdega ",825223,9905101190,9905101190,,,bloodbanksimdega@gmail.com,
748,"Chaibasa Sadar Hospital Blood Bank ",Jharkhand,"WEST SINGHBHUM",Chaibasa,"Blood Bank, Sadar Hospital Chaibasa, West Singhbhum ",833201,9279221139,9279221139,,,bbchaibasa@gmail.com,
749,"Kiriburu Meghahatuburu General Hospital Blood Bank",Jharkhand,"WEST SINGHBHUM",KIRIBURU,"Kiriburu Iron Ore Mines",833222,"06596 245025",8986881168,,,jh.bb.sailkiriburu@gmail.com,
750,"TATA (TISCO) Hospital Blood bank",Jharkhand,"WEST SINGHBHUM",Noamundi,"Blood Transfusion Unit, TISCO Hospital, Noamundi, Chaibasa",833217,9234612775,9204060263,,,,
751,"Bagalkot Blood Bank",Karnataka,BAGALKOT,Bagalkot,"Hanagal Shree Kumareshwar Hospital and Research Centre, Ilkal Road",587101,"0835 220420",9448939708,,,,
752,"B. V. V. Sanghas HSK Hospital Blood Bank",Karnataka,BAGALKOT,Bagalkot,"Navanagar, Bagalkot",587102,"08352 235410 ",9448939768,,,,
753,"District Hospital Blood Bank Bagalkot",Karnataka,BAGALKOT,Bagalkot,Navanagar,587101,"0835 4236030",9448037225,,,,
754,"M/s. Vijay Mahant Blood Bank",Karnataka,BAGALKOT,Ilkal,"Sri Basaveshwara Childrens Hospital & Research Centre,
Gorbal Naka",587125,"08351 270838",9448293298,,,"vijayamahantbloodbank@gmail.com ",
755,"Mounesh Hospital&#39;s The Jhamkandi Blood Bank",Karnataka,BAGALKOT,Jamkhandi,"Near P.B. High School, Uma Rameshwar Road",587101,"08353 22357",9448405435,,,,
756,"Ramanagoudar Hospital Blood Bank",Karnataka,BAGALKOT,Mudhol," 2nd floor, CTS, No.4042/B17, Near Kathi Kalyan Mantap ",587313,"08350 281999",9448987785,,,,
757,"M/s. Sai Aadhar Hospital Blood Bank",Karnataka,BAGALKOT,Mudhol,"Sai Aadhar Hospital, Yadwad Road",587313,"08350 282100",9880723163,,,saiaadhar2010@gmail.com,
758,"K.L.E.Society & Medical Research Centre Blood Bank",Karnataka,Belgaum,Belgaum,"Nehru Nagar",590010,"0832 2473777",9448273131,,,,
759,"Belgaum Blood Bank and Diagnostic Laboratory",Karnataka,Belgaum,Belgaum,"3137, Huns Talkies Road, (opposite to Central High School)",590001,"0831 2425835",94481610492,,,,
760,"District Hospital Blood Bank",Karnataka,Belgaum,Belgaum,"Dr. B. R. Ambedkar Road",590001,"0831 2425073",9448989739,,,,
761,"Shree Mahaveer Blood Bank",Karnataka,Belgaum,Belgaum," 4th Floor, Radio Complex, CTS No. 116/1A, Shivaji Road",590001,"0831 2430759",9480275212,,,,
762,"M/s. Sri Sai Blood Bank",Karnataka,Belgaum,Belgaum,"Shri Sai Hospital, No:40/2, Laxmi Nagar Main Road,
Vadagaon",590005,"0831 2496444",9986399216,,,,
763,"Rotary Charitable Trust Blood Bank",Karnataka,Belgaum,Chikkodi,"New Extension Area, Nippani",591237,"08338 221377",9448121366,,,,
764,"Rotary Seva Sangh Blood Bank",Karnataka,Belgaum,Gokak," R. S. No. 211/B, Plot No. 14C, Yogikolla Road",591307,"0831 225300",9448111151,,,,
765,"Medical College Hospital Blood Bank",Karnataka,BELLARY,Bellary,"Vijayanagara Institute of Medical Science (VIMS), Bellary",583104,"08392 235356",9449463366,,,,
766,"District Hospital Blood Bank Bellary",Karnataka,BELLARY,Bellary,Bellary.,0,,0,,,,
767,"Swamy Vivekananda Charitable Blood Bank",Karnataka,BELLARY,Bellary,"D. No.130, Near TVS Show Room, Parvathinagar Main Road",583103,"0839 266938",9880080389,,,,
768,"Smt. Vasantidevi Baldota Blood Bank",Karnataka,BELLARY,Hospet,"Baldota Colony, Dam Road, Hospet",583203,"0839 231901 ",9945188052,,,,
769,"Chiranjeevi Blood Bank",Karnataka,BELLARY,Hospet,"Near Vijayanagara Colony, 100 Bed Hospital Road, Amaravathi",583201,"0839 262275  ",9972233066,,,,
770,"M/s. Sri Siddartha Medical College Hospital Blood Bank",Karnataka,"BENGALURU RURAL",Bangalore,"Sri Siddhartha Medical College & Hospital, T.Begur, Nelamangala Tq",562123,,9901669103,,,,
771,"MVJ Medical College and Research Hospital Blood Bank",Karnataka,"BENGALURU RURAL",Hosakote,"Dandupalya, Kolathur Post, NH-4",560164,"080 27931473",9844021613,,,,
772,"BGS Global Hospitals Blood Bank",Karnataka,"BENGALURU RURAL",Kengeri,"No. 67, Uttarahalli Road",560060,"080 26255555",9535408623,,,,
773,"Harsha Hospital Blood Bank",Karnataka,"BENGALURU RURAL",Nelamangala,"No. 193/4, Byraveshwaranagar, Sondekoppa Circle, N.H.4, Bengaluru.",562123,"080 27723695 (Not in use)",0,,,,
774,"Narayana Hrudayalaya Blood Bank",Karnataka,"BENGALURU URBAN","Anekal Taluk","University Medical Centre, (KMC) Hospital",560099,"080 27835000 ",9901200440,,,,
775,"Government Haji Sir Ismail Sait Gosha Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bangalore,"Near KSPCB Limited, Tasker Town, Shivaji Nagar",560051,"080 2286 6529",9481520707,,,,
776,"Swamy Vivekananda Voluntary Blood Bank",Karnataka,"BENGALURU URBAN",Bangalore,"No.20,3rd Floor, SGRR Complex, 1st Cross, Raja Ram Mohan Roy Road, S. R. Nagar",560027,"080 22224044",9343773931,,,vivekanandabloodbank@gmail.com,
777,"M/s. Aster CMI Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bangalore,"43/2, Bellary Rd,NH-4,Sahakar Nagar, Hebbal",560092,"080 43420213",9844844708,"080 4342 0100",,info@asterbangalore.com,http://asterbangalore.com/
778,"M/s. East Point Hospital Blood Bank Virgonagar",Karnataka,"BENGALURU URBAN",Bangalore,"East Point college of Medical Sciences&Hospital, Janana Prabha Campus, Bidarahalli",560049,"080 25136246",9916865999,,"080 25073903",,http://www.eastpoint.ac.in/
779,"Unique Blood Bank & Diagnostic Centre",Karnataka,"BENGALURU URBAN",Bangalore,"1st floor,S.L.N.Complex, City Market Square",560002,"080 2600685",9448216553,,,uniquebb92@gmail.com,
780,"SHUSHRUTHA VOLUNTARY BLOOD BANK",Karnataka,"BENGALURU URBAN",Bangalore,"The Blood Bank Medical officer
Sushrutha Voluntary Blood Bank,
No:875,Modi Hospital Road,  Near Pristine Hospital",560,"080 23230777",8951853537,,,,
781,"Bengaluru Blood Bank and Diagnostic Laboratory",Karnataka,"BENGALURU URBAN",Bengaluru,"Between 6th and 7th Cross, Opposite R.R.Gold Palace, Sampige Road,Malleshwaram",500003,"080 23347714",9886747992,,,,
782,"Bengaluru Rotary TTK Medical Service Trust Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"New Thippasandra Main Road, HAL III Stage",560075,"080 25293486/ 9900153000/ 9900163000",9740594251,,,,http://www.bmstindia.org/
783,"KIMS Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"K. R. Road, Visveswarapuram,Near Makkala Koota Bus Stop",560004,"080 26613225",9448559664,,"9180 26712798 ",,http://www.kimsbangalore.edu.in/hospital.html
784,"Bangalore Baptist Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Bellary Road, Hebbal",560024,"080 22024700",9480424340,,,,http://www.bbh.org.in/
785,"Sanjaya Gandhi Accident Hospital and Research Institute Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Jayanagar East, Byrasandra",560011,"080 26564516",9036586966,,,,http://www.sgito.org
786,"Victoria Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Fort Road, Bengaluru",560002,"080 26700001",9591497657,,"080 26703267.",,http:/victoriahospitalbangalore.org
787,"M. S. Ramaiah Medical Teaching Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Gokul Extension",560054,"080 22183100",9845120603,,,,
788,"Saint Martha&#39;s Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Nrupatunga Road",560001,"080 40128243",9686452704,,,,
789,"Kidwai Memorial Institute of Oncology Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Dr. M.H.Marigowda  Road",560029,"080 26094082",99869900040,,"091080 6560723",,http://www.kmio.org
790,"Transfusion Medicine Centre Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"NIMHANS Hosur Road",560029,"080 26995435, 080 26995436, 080 26995437",80,,,,http://www.nimhans.ac.in
791,"St. John&#39;s Medical College Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Sarjapur Road, Bengaluru",0,"080 22065045",9591990365,,,,http://www.stjohns.in
792,"Mallya Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No.2, Vittal Mallya Road",560001,"080 22277979	",9845043017,,"9180 22121282",,http://www.mallyahospital.net
793,"Hindustan Aeronautics Limited - HAL Hospital Blood Bank ",Karnataka,"BENGALURU URBAN",Bengaluru,"Suranjandas Road, Near HAL Airport, Vimanapura",560017,"080 22314632   ",9845347978,,,,http://www.hal-india.com
794,"Saint Philomena Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No.1, Nilsandra Road",560047,"080 40164348 ",9916065305,,,,
795,"K. C. General Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,Malleshwaram,560003,"080 23343791",8722604100,,,,
796,"Command Hospital Blood Bank Air Force",Karnataka,"BENGALURU URBAN",Bengaluru,"Old Airport Road, Near Cambridge Layout, Domlur Village, Post Agram",560007,"080 25234632",9663865587,,,,http://www.afmc.nic.in/
797,"E.S.I.Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,Rajajinagar,560010,"080 23013808",9945343990,,,,
798,"Rashtrotthana Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"93/2 Keshava Shilpa 1st Mn Road, Kempegowda Nagar ",560019,"080 26610916",9480436702,,,,
799,"Dr. B. R.Ambedkar Medical College Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"K.G.Halli, Bengaluru",560045,"080 25463442",9980155789,,,,http://www.bramc.org
800,"Hosmat Hospital Unit of Phisicare Services Private Limited Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No.45, Magrath Road, Off. Richmond Road",560023,"080 25593796",8050780930,,"9180 25593798",,http://www.hosmatnet.com
801,"Grace Blood Bank and Laboratory",Karnataka,"BENGALURU URBAN",Bengaluru,"2, 10th Cross, Ganganagar, Bengaluru",560032,"080 23431233 ",9740330720,,,,
802,"Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"EPIP Area, Whitefield",560066,"080 28411500, 080 28004600 ",9741597101,,"9180 28411503",,https://wfd.sssihms.org.in/
803,"Navarang Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No.2953, Ist Floor, Near Navarang Circle, M.K.K.Road, 
Rajaji Nagar, ",560010,"080 23521233 ",9844111233,,,,
804,"Bangalore Lions Service Trust - Lions Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Bhagwan Mahaveer Jain Hospital, Millers Road, Vasantha Nagar",560052,"080 22266807",9845315670,,,,
805,"Sri Jayadeva Institute of Cardiology Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Gurappanapaly Post, Banneraghatta Road",560069,"080 22977213",9886812718,,,,
806,"Vydehi Institute of Medical Science Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"EPIP AREA, 06 WHITE FIELD",560066,"080 28410874 ",9916749060,,,,
807,"Akshay Voluntary Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No. 968, 2nd Floor, 41st Cross, 3rd Block. Opposite E.S.I. Hospital, Rajajinagar",560070,"080 23147303",9448084990,,,,
808,"Bowring and Lady Curzon Hospitals Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Shivaji Nagar, Bengaluru",560051,"080 25591362",9449621169,,,,http://www.bowringhospital.org
809,"Kempegowda Medical Service Trust - Millennium Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No.1082/9, Sreenivasa Prasanna Complex, Triveni Road, Yeshwanthpur, Bengaluru",560022,"080 23571001",9972111552,,,,
810,"S. K. Voluntary Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"14/1,I Floor, MESA Complex, Old Tolgate Bus Stop, 
Magadi Main Road",560023,"080 23103524 ",9341273805,,,,
811,"Indira Gandhi Child Institute of Health Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"South Hospital Complex, Dharamaram College Post",560029,"080 22443143",9448032867,,"080 26541799",,http://www.igch.org/
812,"Rajarajeshwari Medical College Hospital Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"5th Cross, Mysore Road, New Guddadahalli",560074,"080 65666768 ",9845128072,,,,
813,"Sanjeevini Trust Jayanagar Voluntary Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"1897/A, Cellar Floor, Gulora, 26th Main Road, Sount End Cross Road, 9th Block, Jayanagar",560069,"080 26494748 ",9342171911,,,,
814,"Sri Vinayaka Charitable Trust  Jeeva Voluntary Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"No. 23 and 84, Sharoff Basappa Commercial Complex, 2nd Main, Ist Cross, New Tharugpet",560002,"080 25990583",9845801539,,,,
815,"Indian Red Cross Society - Karnataka Red Cross Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Red Cross Bhavan, 326, Ist Floor, Race Course Road, Bengaluru",560001,"080 22268435",9902859859,,,,http://www.redcrosskarnataka.org
816,"Apollo Hospitals (Imperial Cancer Hospital and Research Centre) Blood Bank",Karnataka,"BENGALURU URBAN",Bengaluru,"Apollo Hospitals a unit of Imperial Cancer Hospital and Research Centre Limited, 154/11, Opp.I.I.M Bannerghatta Road",560076,"080 26304050 / 51",9945683872,,"080 41463151",,http://www.apollohospitalsbangalore.com
